Feat0_o;Feat0_x;Feat1_o;Feat1_x;Feat2_o;Feat2_x;Feat3_o;Feat3_x;Feat4_o;Feat4_x;Feat5_o;Feat5_x;Feat6_o;Feat6_x;Feat7_o;Feat7_x;Feat8_o;Feat8_x;target
1;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;1
1;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;1
1;0;0;1;1;0;0;1;0;1;0;1;0;1;1;0;1;0;1
1;0;0;1;1;0;0;1;0;1;0;1;1;0;0;1;1;0;1
1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;0;0;1;1
1;0;0;1;1;0;0;1;0;1;0;1;1;0;0;0;0;0;1
1;0;0;1;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1
1;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;1;0;1
1;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;1
1;0;0;1;1;0;0;1;0;1;1;0;0;0;0;1;0;0;1
1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;0;0;1
1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;1;0;1
1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1
1;0;0;1;1;0;1;0;0;1;0;1;0;1;0;1;1;0;1
1;0;0;1;1;0;1;0;0;1;0;1;0;0;0;1;0;0;1
1;0;0;1;1;0;1;0;0;1;1;0;0;1;0;1;0;1;1
1;0;0;1;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1
1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;1;0;1;1
1;0;0;1;1;0;1;0;1;0;0;1;0;1;0;1;0;1;1
1;0;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;1;1
1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;1
1;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1
1;0;0;1;1;0;0;0;0;1;1;0;0;1;0;1;0;0;1
1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;1
1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;0;1
1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;1
1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1
1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;1;1
1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;1;0;1;1
1;0;0;1;0;0;0;1;0;1;0;1;1;0;1;0;0;0;1
1;0;0;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1
1;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;1
1;0;0;1;0;0;0;1;0;1;1;0;1;0;0;1;0;0;1
1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;1;0;1
1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;1;0;1
1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;1
1;0;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1
1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0;1;1
1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;1;0;1
1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1
1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;1;1
1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;1;1
1;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;1
1;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;1;0;1
1;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1
1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1
1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1
1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1
1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;1;0;1;1
1;0;1;0;0;1;0;1;0;1;0;1;0;1;1;0;1;0;1
1;0;1;0;0;1;0;1;0;1;0;1;1;0;0;1;1;0;1
1;0;1;0;0;1;0;1;0;1;0;1;1;0;1;0;0;1;1
1;0;1;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;1
1;0;1;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1
1;0;1;0;0;1;0;1;0;1;0;1;0;0;0;0;1;0;1
1;0;1;0;0;1;0;1;0;1;1;0;0;1;0;1;1;0;1
1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0;0;1;1
1;0;1;0;0;1;0;1;0;1;1;0;0;1;0;0;0;0;1
1;0;1;0;0;1;0;1;0;1;0;0;0;1;1;0;0;0;1
1;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;1
1;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1;0;1;1
1;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;1
1;0;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;1;1
1;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;1
1;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;1
1;0;1;0;0;1;1;0;0;1;0;1;0;1;0;1;1;0;1
1;0;1;0;0;1;1;0;0;1;0;1;0;1;1;0;0;1;1
1;0;1;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;1
1;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;1
1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;0;1;1
1;0;1;0;0;1;1;0;0;1;0;0;0;1;0;1;0;0;1
1;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1;1
1;0;1;0;0;1;1;0;1;0;0;1;0;1;0;1;0;1;1
1;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1
1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1
1;0;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;1
1;0;1;0;0;1;0;0;0;1;0;1;0;1;1;0;0;0;1
1;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;1
1;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;1
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;1
1;0;1;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;1
1;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;1
1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;1;0;1
1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;1
1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1
1;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1
1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;1
1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;1;1
1;0;1;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;1
1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;1
1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1
1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;1;1
1;0;1;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;1
1;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;1
1;0;1;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0;1
1;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1;1
1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;1;1;0;1
1;0;1;0;0;0;0;1;0;1;0;1;0;0;1;0;0;1;1
1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1
1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1
1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;1
1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;1;1
1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;1
1;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;1;1
1;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;1
1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1
1;0;0;0;0;1;0;1;0;1;0;1;1;0;1;0;0;0;1
1;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;1;0;1
1;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1
1;0;0;0;0;1;0;1;0;1;1;0;0;1;1;0;0;0;1
1;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0;1;0;1
1;0;0;0;0;1;0;1;0;1;0;0;0;1;1;0;1;0;1
1;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;1;1
1;0;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;1
1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;0;0;1;1
1;0;0;0;0;1;1;0;0;1;0;1;0;1;1;0;0;0;1
1;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;1;0;1
1;0;0;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1
1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1;0;0;1
1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;1;1
1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;1;1;0;1
1;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;1;1
1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1
1;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;1;1
1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;1;1
1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0;1;1
1;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1
1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1
1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;1;1
1;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;1;0;1
1;0;0;0;0;1;0;0;0;1;0;1;1;0;1;0;0;1;1
1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;1;0;1
1;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1
1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1
1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1
1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1
1;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1;1
1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;1;1
1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1
1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;1;1
1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;1
1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1
1;0;0;0;1;0;0;1;0;1;0;1;0;1;1;0;0;0;1
1;0;0;0;1;0;0;1;0;1;0;1;0;1;0;0;1;0;1
1;0;0;0;1;0;0;1;0;1;0;1;1;0;0;1;0;0;1
1;0;0;0;1;0;0;1;0;1;0;1;1;0;0;0;0;1;1
1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;1;0;1
1;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;1;1
1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1
1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;1;1
1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;1;1
1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;1;1
1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;1;1
1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;1;1
1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;1;1
1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1
1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;1;0;1
1;0;0;0;0;0;0;1;0;1;0;1;1;0;0;1;1;0;1
1;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;1;1
1;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1
1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;1
1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;1
1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;1
1;0;0;0;0;0;1;0;0;1;1;0;0;1;0;1;0;1;1
1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;1;1
1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;1
1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;1
1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1
0;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;0;0;1
0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;1
0;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;0;0;1
0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;1;1;0;1
0;0;0;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;1
0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;1;0;1
0;0;0;1;0;1;1;0;1;0;0;1;1;0;0;0;0;1;1
0;0;0;1;0;1;1;0;1;0;0;1;0;0;1;0;0;1;1
0;0;0;1;0;1;1;0;0;0;0;1;1;0;1;0;0;1;1
0;0;0;1;0;1;0;0;0;1;1;0;0;1;1;0;1;0;1
0;0;0;1;0;1;0;0;0;1;1;0;1;0;0;1;1;0;1
0;0;0;1;0;1;0;0;1;0;0;1;1;0;1;0;0;1;1
0;0;0;1;1;0;0;1;0;1;0;1;1;0;1;0;0;0;1
0;0;0;1;1;0;0;1;0;1;0;1;1;0;0;0;1;0;1
0;0;0;1;1;0;0;1;0;1;0;1;0;0;1;0;1;0;1
0;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;0;1
0;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;1
0;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;0;0;1
0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;1;1;0;1
0;0;0;1;1;0;1;0;0;1;1;0;0;1;0;1;0;0;1
0;0;0;1;1;0;1;0;0;1;1;0;0;0;0;1;0;1;1
0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;1;1;0;1
0;0;0;1;1;0;1;0;0;1;0;0;1;0;0;1;0;1;1
0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1
0;0;0;1;1;0;1;0;1;0;0;0;0;1;0;1;0;1;1
0;0;0;1;1;0;1;0;0;0;1;0;0;1;0;1;0;1;1
0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1;0;1
0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;1;0;1;1
0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1
0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1
0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;1
0;0;0;1;1;0;0;0;1;0;1;0;0;1;0;1;0;1;1
0;0;0;1;0;0;0;1;0;1;1;0;1;0;0;1;1;0;1
0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1;1;0;1
0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;1;1;0;1
0;0;0;1;0;0;1;0;0;1;1;0;1;0;0;1;0;1;1
0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1
0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1
0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;0;1
0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1
0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1
0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1
0;0;1;0;0;1;0;1;0;1;0;1;1;0;1;0;0;0;1
0;0;1;0;0;1;0;1;0;1;0;1;1;0;0;0;1;0;1
0;0;1;0;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1
0;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0;0;0;1
0;0;1;0;0;1;0;1;0;1;1;0;0;1;0;0;1;0;1
0;0;1;0;0;1;0;1;0;1;0;0;0;1;1;0;1;0;1
0;0;1;0;0;1;0;1;1;0;0;1;1;0;0;0;0;1;1
0;0;1;0;0;1;0;1;0;0;0;1;1;0;1;0;0;1;1
0;0;1;0;0;1;1;0;0;1;0;1;0;1;1;0;0;0;1
0;0;1;0;0;1;1;0;0;1;0;1;0;1;0;0;1;0;1
0;0;1;0;0;1;1;0;0;1;0;1;1;0;0;0;0;1;1
0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1
0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;0;0;1
0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;0;0;1;1
0;0;1;0;0;1;1;0;0;1;0;0;0;1;0;1;1;0;1
0;0;1;0;0;1;1;0;0;1;0;0;0;1;1;0;0;1;1
0;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1
0;0;1;0;0;1;1;0;1;0;0;1;0;1;0;0;0;1;1
0;0;1;0;0;1;1;0;1;0;0;1;0;0;0;1;0;1;1
0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;1;0;1;1
0;0;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1
0;0;1;0;0;1;1;0;0;0;0;1;1;0;0;1;0;1;1
0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1
0;0;1;0;0;1;1;0;0;0;1;0;0;1;0;1;0;1;1
0;0;1;0;0;1;0;0;0;1;0;1;0;1;1;0;1;0;1
0;0;1;0;0;1;0;0;0;1;0;1;1;0;1;0;0;1;1
0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;1;1;0;1
0;0;1;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1
0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1
0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1
0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1
0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;1;0;1;1
0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1
0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;1;0;1;1
0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1
0;0;1;0;1;0;0;1;0;1;0;1;0;1;1;0;0;0;1
0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;0;1;0;1
0;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;0;0;1
0;0;1;0;1;0;0;1;0;1;0;1;1;0;0;0;0;1;1
0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;1;1;0;1
0;0;1;0;1;0;0;1;0;1;0;1;0;0;1;0;0;1;1
0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1
0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;1;0;1;1
0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;1;0;1;1
0;0;1;0;1;0;1;0;0;1;0;0;0;1;0;1;0;1;1
0;0;1;0;1;0;1;0;0;0;0;1;0;1;0;1;0;1;1
0;0;1;0;1;0;0;0;0;1;1;0;0;1;0;1;0;1;1
0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;1;0;1;1
0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1
0;0;1;0;0;0;0;1;0;1;0;1;0;1;1;0;1;0;1
0;0;1;0;0;0;0;1;0;1;0;1;1;0;0;1;1;0;1
0;0;1;0;0;0;0;1;0;1;0;1;1;0;1;0;0;1;1
0;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1
0;0;1;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;1
0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;1
0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;1
0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;1;0;1;1
0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;1;0;1;1
0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;1
0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;1
0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1
0;0;0;0;0;1;0;1;0;1;1;0;0;1;1;0;1;0;1
0;0;0;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1
0;0;0;0;0;1;1;0;0;1;0;1;0;1;1;0;1;0;1
0;0;0;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;1
0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0;1
0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1
0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;0;1
0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;1
0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;1
0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1
0;0;0;0;0;1;1;0;1;0;0;1;1;0;0;1;0;1;1
0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;1;1
0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1
0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;1
0;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0;1
0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;1
0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;1;0;1
0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;1;1
0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;1
0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;1
0;0;0;0;1;0;0;1;0;1;0;1;0;1;1;0;1;0;1
0;0;0;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0;1
0;0;0;0;1;0;0;1;0;1;0;1;1;0;1;0;0;1;1
0;0;0;0;1;0;0;1;0;1;0;1;1;0;0;0;0;0;1
0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1
0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;1
0;0;0;0;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1
0;0;0;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;1
0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;1
0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;1
0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;1
0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;1
0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;1
0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1
0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;1
0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1;1
0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;1
0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;1
0;1;0;1;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0
0;1;0;1;1;0;0;1;0;1;1;0;0;0;1;0;1;0;0
0;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;1;0;0
0;1;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;0;0
0;1;0;1;1;0;0;1;1;0;0;1;1;0;0;0;1;0;0
0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;0;0
0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;0;0;1;0
0;1;0;1;1;0;0;1;1;0;1;0;0;0;0;1;1;0;0
0;1;0;1;1;0;0;1;1;0;0;0;1;0;0;1;1;0;0
0;1;0;1;1;0;0;1;1;0;0;0;1;0;1;0;0;1;0
0;1;0;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0
